timestamp,pier_id,longitudinal_in,transverse_in
2022-06-23 15:12:59.086697551,E1,0.303,0.042
2022-06-23 18:19:23.996504515,E2,0.2309,0.0463
2022-06-23 19:55:39.534883721,E3,-0.0254,0.0203
2022-06-24 03:54:28.628022138,E2,0.2321,0.0132
2022-06-24 05:22:28.837209302,E3,-0.175,0.0277
2022-06-24 12:56:42.250165453,E1,0.3558,0.0537
2022-06-24 13:29:33.259539761,E2,0.2095,0.0436
2022-06-24 14:49:18.139534883,E3,-0.0825,-0.0195
2022-06-24 23:04:37.891057384,E2,0.3855,0.0906
2022-06-25 00:16:07.441860465,E3,0.0052,0.0663
2022-06-25 08:39:42.522575007,E2,0.2769,0.0581
2022-06-25 09:42:56.744186046,E3,0.0388,0.0053
2022-06-25 10:40:25.413633355,E1,0.3554,0.018
2022-06-25 18:14:47.154092630,E2,0.2899,0.0404
2022-06-25 19:09:46.046511627,E3,0.0148,0.071
2022-06-26 03:49:51.785610253,E2,0.2494,0.1122
2022-06-26 04:36:35.348837209,E3,-0.0259,0.0433
2022-06-26 08:24:08.577101257,E1,0.4033,0.0376
2022-06-26 13:24:56.417127876,E2,0.2496,0.0799
2022-06-26 14:03:24.651162790,E3,0.0737,0.049
2022-06-26 23:00:01.048645499,E2,0.3358,0.0703
2022-06-26 23:30:13.953488372,E3,0.0272,0.0446
2022-06-27 06:07:51.740569159,E1,0.3523,0.0604
2022-06-27 08:35:05.680163122,E2,0.2069,0.056
2022-06-27 08:57:03.255813953,E3,-0.0433,0.0881
2022-06-27 18:10:10.311680745,E2,0.2399,0.069
2022-06-27 18:23:52.558139535,E3,0.085,0.0834
2022-06-28 03:45:14.943198369,E2,0.2911,0.0706
2022-06-28 03:50:41.860465116,E3,-0.0794,0.0469
2022-06-28 03:51:34.904037061,E1,0.3488,0.025
2022-06-28 13:17:31.162790697,E3,-0.0987,0.0214
2022-06-28 13:20:19.574715992,E2,0.3775,-0.0171
2022-06-28 22:44:20.465116279,E3,-0.0467,0.0767
2022-06-28 22:55:24.206233615,E2,0.2979,0.0609
2022-06-29 01:35:18.067504963,E1,0.2849,-0.0004
2022-06-29 08:11:09.767441860,E3,-0.0641,0.0204
2022-06-29 08:30:28.837751238,E2,0.3443,0.0448
2022-06-29 17:37:59.069767442,E3,-0.045,0.0036
2022-06-29 18:05:33.469268861,E2,0.3318,0.0353
2022-06-29 23:19:01.230972865,E1,0.3871,0.0047
2022-06-30 03:04:48.372093023,E3,0.0126,0.0658
2022-06-30 03:40:38.100786484,E2,0.4023,0.0451
2022-06-30 12:31:37.674418604,E3,-0.0296,0.0881
2022-06-30 13:15:42.732304107,E2,0.2655,0.0049
2022-06-30 21:02:44.394440767,E1,0.3623,0.0396
2022-06-30 21:58:26.976744186,E3,-0.0289,0.04
2022-06-30 22:50:47.363821730,E2,0.3889,-0.0019
2022-07-01 07:25:16.279069767,E3,-0.0261,0.0649
2022-07-01 08:25:51.995339353,E2,0.3496,0.0902
2022-07-01 16:52:05.581395349,E3,-0.1453,0.0409
2022-07-01 18:00:56.626856976,E2,0.4134,0.0673
2022-07-01 18:46:27.557908669,E1,0.4196,0.014
2022-07-02 02:18:54.883720930,E3,-0.1061,0.0756
2022-07-02 03:36:01.258374599,E2,0.334,-0.0183
2022-07-02 11:45:44.186046511,E3,-0.0502,0.0874
2022-07-02 13:11:05.889892222,E2,0.3841,0.0374
2022-07-02 16:30:10.721376571,E1,0.4317,0.0446
2022-07-02 21:12:33.488372093,E3,-0.0737,0.0473
2022-07-02 22:46:10.521409845,E2,0.3859,0.0817
2022-07-03 06:39:22.790697674,E3,-0.0438,0.0249
2022-07-03 08:21:15.152927468,E2,0.3491,0.0475
2022-07-03 14:13:53.884844473,E1,0.4733,0.1063
2022-07-03 16:06:12.093023255,E3,0.0373,0.0127
2022-07-03 17:56:19.784445092,E2,0.3436,0.0938
2022-07-04 01:33:01.395348837,E3,-0.0373,0.0847
2022-07-04 03:31:24.415962715,E2,0.3871,0.0886
2022-07-04 10:59:50.697674418,E3,-0.1004,0.0235
2022-07-04 11:57:37.048312375,E1,0.4665,0.0164
2022-07-04 13:06:29.047480338,E2,0.4313,0.017
2022-07-04 20:26:40.000000000,E3,-0.0746,0.0693
2022-07-04 22:41:33.678997961,E2,0.3958,0.054
2022-07-05 05:53:29.302325581,E3,0.0498,0.0821
2022-07-05 08:16:38.310515584,E2,0.4261,0.0454
2022-07-05 09:41:20.211780278,E1,0.5406,0.0506
2022-07-05 15:20:18.604651162,E3,0.0402,0.0443
2022-07-05 17:51:42.942033207,E2,0.3575,0.0178
2022-07-06 00:47:07.906976744,E3,-0.0074,0.0549
2022-07-06 03:26:47.573550830,E2,0.4426,0.0164
2022-07-06 07:25:03.375248180,E1,0.3812,0.1244
2022-07-06 10:13:57.209302325,E3,-0.1161,0.0904
2022-07-06 13:01:52.205068453,E2,0.5218,0.0365
2022-07-06 19:40:46.511627907,E3,-0.0234,0.0368
2022-07-06 22:36:56.836586076,E2,0.5155,0.042
2022-07-07 05:07:35.813953488,E3,-0.0203,0.0343
2022-07-07 05:08:46.538716082,E1,0.5513,0.074
2022-07-07 08:12:01.468103699,E2,0.4857,0.0703
2022-07-07 14:34:25.116279069,E3,-0.039,0.0552
2022-07-07 17:47:06.099621322,E2,0.5123,0.0937
2022-07-08 00:01:14.418604651,E3,-0.0696,0.1011
2022-07-08 02:52:29.702183984,E1,0.6273,0.052
2022-07-08 03:22:10.731138945,E2,0.4688,0.0784
2022-07-08 09:28:03.720930232,E3,-0.06,0.1116
2022-07-08 12:57:15.362656568,E2,0.6018,0.086
2022-07-08 18:54:53.023255814,E3,-0.0747,0.0609
2022-07-08 22:32:19.994174191,E2,0.6345,0.0561
2022-07-09 00:36:12.865651886,E1,0.687,0.0596
2022-07-09 04:21:42.325581395,E3,-0.1008,0.0431
2022-07-09 08:07:24.625691815,E2,0.55,0.0827
2022-07-09 13:48:31.627906976,E3,0.0238,0.0969
2022-07-09 17:42:29.257209438,E2,0.6822,0.0607
2022-07-09 22:19:56.029119788,E1,0.6575,0.0785
2022-07-09 23:15:20.930232558,E3,-0.0012,0.0154
2022-07-10 03:17:33.888727061,E2,0.5297,0.0525
2022-07-10 08:42:10.232558139,E3,-0.0605,0.0735
2022-07-10 12:52:38.520244684,E2,0.5124,0.1232
2022-07-10 18:08:59.534883721,E3,-0.0295,0.0653
2022-07-10 20:03:39.192587690,E1,0.7336,0.1177
2022-07-10 22:27:43.151762307,E2,0.5508,-0.0031
2022-07-11 03:35:48.837209302,E3,-0.0286,0.1059
2022-07-11 08:02:47.783279930,E2,0.5869,0.0112
2022-07-11 13:02:38.139534883,E3,0.0682,0.1095
2022-07-11 17:37:52.414797553,E2,0.7253,0.0794
2022-07-11 17:47:22.356055592,E1,0.6872,0.0521
2022-07-11 22:29:27.441860465,E3,-0.0063,0.0399
2022-07-12 03:12:57.046315176,E2,0.6076,0.0605
2022-07-12 07:56:16.744186046,E3,-0.0091,0.0738
2022-07-12 12:48:01.677832799,E2,0.5908,0.0259
2022-07-12 15:31:05.519523494,E1,0.7094,0.0465
2022-07-12 17:23:06.046511628,E3,-0.05,0.0521
2022-07-12 22:23:06.309350422,E2,0.6012,0.0379
2022-07-13 02:49:55.348837209,E3,-0.0746,0.061
2022-07-13 07:58:10.940868045,E2,0.7157,0.0423
2022-07-13 12:16:44.651162790,E3,0.0153,0.0888
2022-07-13 13:14:48.682991396,E1,0.7674,0.0291
2022-07-13 17:33:15.572385668,E2,0.7212,0.0973
2022-07-13 21:43:33.953488372,E3,-0.0223,0.0607
2022-07-14 03:08:20.203903291,E2,0.66,0.1075
2022-07-14 07:10:23.255813953,E3,-0.0974,0.0771
2022-07-14 10:58:31.846459298,E1,0.7734,0.0747
2022-07-14 12:43:24.835420914,E2,0.6036,0.1208
2022-07-14 16:37:12.558139535,E3,-0.0343,0.1005
2022-07-14 22:18:29.466938537,E2,0.6542,0.0244
2022-07-15 02:04:01.860465116,E3,-0.0162,0.1178
2022-07-15 07:53:34.098456161,E2,0.8102,0.0316
2022-07-15 08:42:15.009927200,E1,0.7682,0.0306
2022-07-15 11:30:51.162790697,E3,-0.1639,0.0815
2022-07-15 17:28:38.729973784,E2,0.7722,0.03
2022-07-15 20:57:40.465116279,E3,-0.1063,0.0768
2022-07-16 03:03:43.361491407,E2,0.7549,0.1123
2022-07-16 06:24:29.767441860,E3,-0.0432,0.0406
2022-07-16 06:25:58.173395102,E1,0.8165,0.06
2022-07-16 12:38:47.993009030,E2,0.8591,0.0866
2022-07-16 15:51:19.069767442,E3,-0.1587,0.1218
2022-07-16 22:13:52.624526653,E2,0.8779,0.077
2022-07-17 01:18:08.372093023,E3,-0.1519,0.0896
2022-07-17 04:09:41.336863004,E1,0.8226,0.0478
2022-07-17 07:48:57.256044276,E2,0.7926,0.082
2022-07-17 10:44:57.674418604,E3,-0.0783,0.0793
2022-07-17 17:24:01.887561899,E2,0.8081,0.0739
2022-07-17 20:11:46.976744186,E3,-0.0414,0.0782
2022-07-18 01:53:24.500330906,E1,0.9417,0.1083
2022-07-18 02:59:06.519079522,E2,0.7947,0.0424
2022-07-18 05:38:36.279069767,E3,-0.0402,0.087
2022-07-18 12:34:11.150597145,E2,0.8246,0.0919
2022-07-18 15:05:25.581395348,E3,0.0108,0.0998
2022-07-18 22:09:15.782114768,E2,0.7798,0.0714
2022-07-18 23:37:07.663798808,E1,0.9541,0.0619
2022-07-19 00:32:14.883720930,E3,-0.0654,0.104
2022-07-19 07:44:20.413632391,E2,0.795,0.0414
2022-07-19 09:59:04.186046511,E3,-0.0894,0.1259
2022-07-19 17:19:25.045150014,E2,0.799,0.0951
2022-07-19 19:25:53.488372093,E3,-0.1374,0.0853
2022-07-19 21:20:50.827266710,E1,0.9748,0.0901
2022-07-20 02:54:29.676667637,E2,0.9551,0.0656
2022-07-20 04:52:42.790697674,E3,-0.0925,0.1311
2022-07-20 12:29:34.308185260,E2,0.8388,0.0856
2022-07-20 14:19:32.093023255,E3,-0.0392,0.1106
2022-07-20 19:04:33.990734612,E1,1.0048,0.0311
2022-07-20 22:04:38.939702884,E2,1.0305,0.0755
2022-07-20 23:46:21.395348837,E3,-0.0382,0.0775
2022-07-21 07:39:43.571220507,E2,0.9128,0.1064
2022-07-21 09:13:10.697674418,E3,-0.064,0.0298
2022-07-21 16:48:17.154202514,E1,1.0999,0.0842
2022-07-21 17:14:48.202738130,E2,1.0528,0.0868
2022-07-21 18:40:00.000000000,E3,-0.0512,0.0828
2022-07-22 02:49:52.834255753,E2,0.9644,0.0541
2022-07-22 04:06:49.302325581,E3,-0.016,0.1274
2022-07-22 12:24:57.465773376,E2,0.9212,0.0907
2022-07-22 13:33:38.604651162,E3,-0.0774,0.0578
2022-07-22 14:32:00.317670416,E1,1.1561,0.0451
2022-07-22 22:00:02.097290999,E2,1.0808,0.0921
2022-07-22 23:00:27.906976744,E3,-0.0142,0.084
2022-07-23 07:35:06.728808622,E2,1.104,0.0972
2022-07-23 08:27:17.209302325,E3,-0.1203,0.0869
2022-07-23 12:15:43.481138319,E1,1.1041,0.0694
2022-07-23 17:10:11.360326245,E2,1.006,0.1134
2022-07-23 17:54:06.511627907,E3,-0.089,0.1106
2022-07-24 02:45:15.991843868,E2,1.0524,0.0642
2022-07-24 03:20:55.813953488,E3,-0.1108,0.0711
2022-07-24 09:59:26.644606221,E1,1.1408,0.1495
2022-07-24 12:20:20.623361491,E2,1.0415,0.1031
2022-07-24 12:47:45.116279070,E3,-0.0486,0.057
2022-07-24 21:55:25.254879114,E2,1.0987,0.0318
2022-07-24 22:14:34.418604651,E3,-0.1403,0.1006
2022-07-25 07:30:29.886396738,E2,1.1283,0.0803
2022-07-25 07:41:23.720930232,E3,-0.1072,0.0616
2022-07-25 07:43:09.808074123,E1,1.2985,0.112
2022-07-25 17:05:34.517914361,E2,1.1236,0.0761
2022-07-25 17:08:13.023255814,E3,-0.1855,0.0292
2022-07-26 02:35:02.325581395,E3,-0.0643,0.1399
2022-07-26 02:40:39.149431984,E2,1.0687,0.1281
2022-07-26 05:26:52.971542025,E1,1.2285,0.0811
2022-07-26 12:01:51.627906977,E3,-0.0332,0.1129
2022-07-26 12:15:43.780949607,E2,1.1493,0.0804
2022-07-26 21:28:40.930232558,E3,-0.0515,0.142
2022-07-26 21:50:48.412467230,E2,1.2323,0.1037
2022-07-27 03:10:36.135009927,E1,1.372,0.1818
2022-07-27 06:55:30.232558139,E3,-0.0579,0.112
2022-07-27 07:25:53.043984853,E2,1.2056,0.033
2022-07-27 16:22:19.534883721,E3,-0.0581,0.1066
2022-07-27 17:00:57.675502476,E2,1.2188,0.0757
2022-07-28 00:54:19.298477829,E1,1.4738,0.0592
2022-07-28 01:49:08.837209302,E3,-0.0666,0.0976
2022-07-28 02:36:02.307020099,E2,1.2079,0.0612
2022-07-28 11:15:58.139534884,E3,-0.0724,0.0813
2022-07-28 12:11:06.938537722,E2,1.2433,0.1612
2022-07-28 20:42:47.441860465,E3,-0.0707,0.1026
2022-07-28 21:46:11.570055345,E2,1.3638,0.0673
2022-07-28 22:38:02.461945731,E1,1.523,0.1224
2022-07-29 06:09:36.744186046,E3,-0.139,0.071
2022-07-29 07:21:16.201572968,E2,1.256,0.0899
2022-07-29 15:36:26.046511628,E3,-0.1179,0.0559
2022-07-29 16:56:20.833090591,E2,1.3688,0.0918
2022-07-29 20:21:45.625413633,E1,1.5288,0.0423
2022-07-30 01:03:15.348837209,E3,-0.1059,0.0783
2022-07-30 02:31:25.464608214,E2,1.3551,0.0407
2022-07-30 10:30:04.651162791,E3,-0.1278,0.1274
2022-07-30 12:06:30.096125837,E2,1.385,0.0729
2022-07-30 18:05:28.788881535,E1,1.5779,0.0817
2022-07-30 19:56:53.953488372,E3,-0.191,0.052
2022-07-30 21:41:34.727643461,E2,1.3564,0.1012
2022-07-31 05:23:43.255813953,E3,-0.176,0.0528
2022-07-31 07:16:39.359161084,E2,1.3957,0.0919
2022-07-31 14:50:32.558139535,E3,-0.1044,0.1074
2022-07-31 15:49:11.952349437,E1,1.7064,0.0493
2022-07-31 16:51:43.990678707,E2,1.4334,0.0207
2022-08-01 00:17:21.860465116,E3,-0.0722,0.0775
2022-08-01 02:26:48.622196330,E2,1.4282,0.073
2022-08-01 09:44:11.162790698,E3,-0.1187,0.1048
2022-08-01 12:01:53.253713953,E2,1.4914,0.121
2022-08-01 13:32:55.115817339,E1,1.5289,0.0982
2022-08-01 19:11:00.465116279,E3,0.0174,0.1203
2022-08-01 21:36:57.885231576,E2,1.5184,0.1083
2022-08-02 04:37:49.767441860,E3,-0.1685,0.1047
2022-08-02 07:12:02.516749199,E2,1.625,0.1275
2022-08-02 11:16:38.279285241,E1,1.6748,0.0929
2022-08-02 14:04:39.069767442,E3,-0.1019,0.0722
2022-08-02 16:47:07.148266822,E2,1.5512,0.0617
2022-08-02 23:31:28.372093023,E3,-0.0613,0.1299
2022-08-03 02:22:11.779784445,E2,1.4626,0.13
2022-08-03 08:58:17.674418605,E3,-0.0742,0.114
2022-08-03 09:00:21.442753143,E1,1.7934,0.0826
2022-08-03 11:57:16.411302068,E2,1.6374,0.0905
2022-08-03 18:25:06.976744186,E3,-0.0965,0.0928
2022-08-03 21:32:21.042819691,E2,1.5902,0.1399
2022-08-04 03:51:56.279069767,E3,-0.0774,0.0917
2022-08-04 06:44:04.606221045,E1,1.7874,0.1253
2022-08-04 07:07:25.674337314,E2,1.7222,0.0925
2022-08-04 13:18:45.581395349,E3,-0.1298,0.1038
2022-08-04 16:42:30.305854937,E2,1.7164,0.0313
2022-08-04 22:45:34.883720930,E3,-0.0512,0.0835
2022-08-05 02:17:34.937372560,E2,1.6389,0.1184
2022-08-05 04:27:47.769688947,E1,1.9199,0.0761
2022-08-05 08:12:24.186046511,E3,-0.0718,0.0442
2022-08-05 11:52:39.568890184,E2,1.7216,0.0799
2022-08-05 17:39:13.488372093,E3,-0.1803,0.1159
2022-08-05 21:27:44.200407807,E2,1.6772,0.0822
2022-08-06 02:11:30.933156849,E1,1.9099,0.1035
2022-08-06 03:06:02.790697674,E3,-0.1233,0.1144
2022-08-06 07:02:48.831925430,E2,1.7285,0.0502
2022-08-06 12:32:52.093023256,E3,-0.2185,0.0249
2022-08-06 16:37:53.463443053,E2,1.7837,0.1427
2022-08-06 21:59:41.395348837,E3,-0.0668,0.1095
2022-08-06 23:55:14.096624751,E1,1.9725,0.1189
2022-08-07 02:12:58.094960676,E2,1.827,0.0786
2022-08-07 07:26:30.697674418,E3,-0.1334,0.1471
2022-08-07 11:48:02.726478299,E2,1.8377,0.1417
2022-08-07 16:53:20.000000000,E3,-0.0789,0.0608
2022-08-07 21:23:07.357995922,E2,1.8182,0.0818
2022-08-07 21:38:57.260092654,E1,2.0064,0.0503
2022-08-08 02:20:09.302325581,E3,-0.1535,0.0926
2022-08-08 06:58:11.989513545,E2,1.9602,0.0671
2022-08-08 11:46:58.604651163,E3,-0.2426,0.0896
2022-08-08 16:33:16.621031168,E2,1.8393,0.1348
2022-08-08 19:22:40.423560556,E1,2.0483,0.0729
2022-08-08 21:13:47.906976744,E3,-0.0196,0.1451
2022-08-09 02:08:21.252548791,E2,1.7987,0.0932
2022-08-09 06:40:37.209302325,E3,-0.1466,0.1291
2022-08-09 11:43:25.884066414,E2,1.8299,0.0937
2022-08-09 16:07:26.511627907,E3,-0.2049,0.0694
2022-08-09 17:06:23.587028458,E1,2.1013,0.0974
2022-08-09 21:18:30.515584037,E2,1.9959,0.0574
2022-08-10 01:34:15.813953488,E3,-0.0993,0.1062
2022-08-10 06:53:35.147101660,E2,1.9399,0.0823
2022-08-10 11:01:05.116279070,E3,-0.0566,0.1652
2022-08-10 14:50:06.750496360,E1,2.1963,0.1152
2022-08-10 16:28:39.778619283,E2,1.9731,0.1091
2022-08-10 20:27:54.418604651,E3,-0.1702,0.0776
2022-08-11 02:03:44.410136907,E2,1.9595,0.0575
2022-08-11 05:54:43.720930232,E3,-0.1667,0.0962
2022-08-11 11:38:49.041654530,E2,1.9854,0.0805
2022-08-11 12:33:49.913964262,E1,2.198,0.1394
2022-08-11 15:21:33.023255814,E3,-0.1516,0.1121
2022-08-11 21:13:53.673172153,E2,1.9901,0.0842
2022-08-12 00:48:22.325581395,E3,-0.2207,0.0786
2022-08-12 06:48:58.304689776,E2,2.0743,0.099
2022-08-12 10:15:11.627906977,E3,-0.2014,0.15
2022-08-12 10:17:33.077432164,E1,2.338,0.0907
2022-08-12 16:24:02.936207399,E2,2.0672,0.1416
2022-08-12 19:42:00.930232558,E3,-0.0795,0.0831
2022-08-13 01:59:07.567725022,E2,2.115,0.0883
2022-08-13 05:08:50.232558139,E3,-0.1769,0.0557
2022-08-13 08:01:16.240900066,E1,2.3764,0.088
2022-08-13 11:34:12.199242645,E2,2.1314,0.0768
2022-08-13 14:35:39.534883721,E3,-0.2139,0.0818
2022-08-13 21:09:16.830760268,E2,2.1142,0.1801
2022-08-14 00:02:28.837209302,E3,-0.1963,0.1173
2022-08-14 05:44:59.404367968,E1,2.4516,0.0717
2022-08-14 06:44:21.462277891,E2,2.0835,0.0848
2022-08-14 09:29:18.139534884,E3,-0.1217,0.0739
2022-08-14 16:19:26.093795514,E2,2.1001,0.0923
